Game_ID,Player_ID,OffRtg,DefRtg
006728e4c10e957011e1f24878e6054a,c5dd5b2e3b975f0849d9b74e74125cb9,97.67441860465117,101.98019801980197
006728e4c10e957011e1f24878e6054a,618f6d58ab2881152607c2a6e057bc51,115.68627450980392,101.58730158730158
006728e4c10e957011e1f24878e6054a,8d2127290c94bd41b82a2938734bc750,101.58730158730158,114.28571428571429
006728e4c10e957011e1f24878e6054a,42e0d7167f04a4ff958c6442da0e6851,105.26315789473685,96.55172413793103
006728e4c10e957011e1f24878e6054a,766802a8fda500d7945950de7398c9c6,98.75,98.9010989010989
006728e4c10e957011e1f24878e6054a,616281dee946056b071699476fdee9ec,97.9591836734694,104.08163265306122
006728e4c10e957011e1f24878e6054a,99104de2626f67c1fa2ce70504970c3f,93.24324324324324,105.45454545454545
006728e4c10e957011e1f24878e6054a,48ec4e6c52f418d5ca4ef510ba473ea0,94.44444444444444,96.96969696969697
006728e4c10e957011e1f24878e6054a,e814950408915f43de2b079dce7c21c5,89.47368421052633,101.36986301369862
006728e4c10e957011e1f24878e6054a,d81d912f81fa43178f423aa89a713e96,109.0909090909091,102.38095238095238
006728e4c10e957011e1f24878e6054a,f4a5ca938177c407a9dab5412e39498f,82.3529411764706,100.0
006728e4c10e957011e1f24878e6054a,4413c19cf092bda39332d7833c90bfe6,117.14285714285714,85.71428571428571
006728e4c10e957011e1f24878e6054a,ae53f8ba6761b64a174051da817785bc,70.58823529411765,100.0
006728e4c10e957011e1f24878e6054a,44230324724c84f122ac62a5f0918314,100.0,82.92682926829268
006728e4c10e957011e1f24878e6054a,5db9c1c8184510fee8161e7fafdc9c49,75.0,91.89189189189189
006728e4c10e957011e1f24878e6054a,5cce6ffa455e6372d9de0de400482ab6,107.6923076923077,86.48648648648648
006728e4c10e957011e1f24878e6054a,2ad626904c8b28cceb8e12c624a84240,89.47368421052633,97.82608695652173
006728e4c10e957011e1f24878e6054a,4ef3dae16c436459ff05156abca5cebd,100.0,93.33333333333334
006728e4c10e957011e1f24878e6054a,4dd3d6a51dc97c651d3a86eec4362a1f,120.93023255813954,102.85714285714286
03ac65b9a32fde1e201bfb427f6e41e4,3626b893fc73a5cbd67d1ea48a5c7039,104.85436893203884,108.08080808080808
03ac65b9a32fde1e201bfb427f6e41e4,0b978fcfa7f2ec839c563a755e345ff8,100.0,100.0
03ac65b9a32fde1e201bfb427f6e41e4,31598ba01a3fff03ed0a87d7dea11dfe,108.23529411764706,114.11764705882354
03ac65b9a32fde1e201bfb427f6e41e4,ff59dc439c6c323320bc355afe884fcb,104.81927710843374,103.8961038961039
03ac65b9a32fde1e201bfb427f6e41e4,a1591595c04d12e88e3cb427fb667618,110.20408163265306,107.86516853932585
03ac65b9a32fde1e201bfb427f6e41e4,7dfbb5980c066844384ba7424aceae47,111.62790697674419,105.4945054945055
03ac65b9a32fde1e201bfb427f6e41e4,ff52c317e26534ae1679da3c917e9fec,112.14953271028037,110.43478260869566
03ac65b9a32fde1e201bfb427f6e41e4,11beb0ae23e6425510297a31fa21881e,104.59770114942528,110.75268817204301
03ac65b9a32fde1e201bfb427f6e41e4,6ad10958a1d4920dccb1daec39bebd6b,102.4390243902439,103.48837209302326
03ac65b9a32fde1e201bfb427f6e41e4,83c15c0962941640faab838a8f6f151d,105.0,102.83018867924528
03ac65b9a32fde1e201bfb427f6e41e4,6f6a807d57aae8f651222523dc82dc35,101.63934426229508,106.0
03ac65b9a32fde1e201bfb427f6e41e4,41c0674725d4cddab004649e9db5a3ce,100.0,125.92592592592592
03ac65b9a32fde1e201bfb427f6e41e4,1a6703883f8f47bb4daf09c03be3bda2,120.0,104.83870967741935
03ac65b9a32fde1e201bfb427f6e41e4,52c6125836c465f4ac5232121dacb49d,122.22222222222221,121.21212121212122
03ac65b9a32fde1e201bfb427f6e41e4,255fe2a8be0ed5c06dd99969ab4fea55,131.03448275862067,126.92307692307692
03ac65b9a32fde1e201bfb427f6e41e4,a3bac86ad549b2f128a62399d73d6299,125.64102564102565,121.56862745098039
03ac65b9a32fde1e201bfb427f6e41e4,90ba0d1de241290df2e124a5e02d68ef,113.33333333333334,133.33333333333334
03ac65b9a32fde1e201bfb427f6e41e4,1f568a2342e4c375873d49a15e2d4448,140.0,136.36363636363637
096e231adad0be6ab1cc89cce56847f8,c5dd5b2e3b975f0849d9b74e74125cb9,124.13793103448275,106.09756097560975
096e231adad0be6ab1cc89cce56847f8,c10b49616a2f4a23607dc1a8be4fde9f,125.0,111.29032258064515
096e231adad0be6ab1cc89cce56847f8,8d2127290c94bd41b82a2938734bc750,124.56140350877192,109.61538461538461
096e231adad0be6ab1cc89cce56847f8,42e0d7167f04a4ff958c6442da0e6851,130.55555555555554,108.1081081081081
096e231adad0be6ab1cc89cce56847f8,766802a8fda500d7945950de7398c9c6,123.0769230769231,110.8108108108108
